CASEID,COMPWT,RELIG,DENOM,OTHER,FUND,RELIG16,DENOM16,OTH16,FUND16,PARELIG,PADEN,PAOTH,PAATTEND,PAFUND,PARELKID,PADENKID,MARELIG,MADEN,MAOTH,MAATTEND,MAFUND,MARELKID,MADENKID
22343,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,6,2,0,    0
22344,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22345,1.06000000000000005e+00, 2, 0,  0,2, 1,60,123,3,5, 0,  0,2,9,0,    0,1,60,123,6,3,0,    0
22346,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,5,2,0,    0
22347,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,22,  0,8,3,0,    0
22348,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
22349,1.06000000000000005e+00, 1,10,  0,1, 1,10,  0,1,1,10,  0,0,1,0,    0,1,10,  0,2,1,0,    0
22350,1.06000000000000005e+00, 1,50,  0,3, 1,50,  0,3,1,50,  0,5,3,0,    0,1,50,  0,5,3,0,    0
22351,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22352,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0
22353,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,7,2,0,    0
22354,1.06000000000000005e+00, 1,15,  0,1, 1,28,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0
22355,1.06000000000000005e+00, 1,32,  0,1, 1,32,  0,1,2, 0,  0,5,2,0,    0,1,32,  0,7,1,0,    0
22356,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,1,18,  0,2,1,0,    0,1,28,  0,7,3,0,    0
22357,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,4,2,0,    0
22358,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,8,2,0,    0
22359,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22360,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,6,2,0,    0
22361,1.06000000000000005e+00, 2, 0,  0,2, 1,14,  0,1,1,14,  0,3,1,0,    0,4, 0,  0,0,3,0,    0
22362,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,8,1,0,    0
22363,1.06000000000000005e+00, 1,60, 78,1, 1,60, 78,1,1,14,  0,8,1,0,    0,1,60, 78,8,1,0,    0
22364,1.59000000000000008e+00, 1,60, 77,1, 1,60, 77,1,1,60,  7,7,3,0,    0,1,60,  7,7,3,0,    0
22365,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,1,14,  0,3,1,0,    0,1,14,  0,6,1,0,    0
22366,5.30000000000000027e-01, 1,20,  0,2, 4, 0,  0,3,4, 0,  0,1,3,0,    0,1,20,  0,4,2,0,    0
22367,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0
22368,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,4,2,0,    0,2, 0,  0,5,2,0,    0
22369,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,8,2,0,    0
22370,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,1,22,  0,5,3,0,    0,1,22,  0,5,3,0,    0
22371,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22372,1.06000000000000005e+00, 1,22,  0,3, 1,31,  0,2,0, 0,  0, ,0,0,    0,1,31,  0,5,2,0,    0
22373,1.06000000000000005e+00, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,7,9,0,    0,5, 0,  0,7,9,0,    0
22374,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22375,1.06000000000000005e+00, 1,33,  0,1, 1,33,  0,1,2, 0,  0,0,2,0,    0,1,33,  0,4,1,0,    0
22376,5.30000000000000027e-01, 1,13,  0,1, 1,13,  0,1,1,13,  0,8,1,0,    0,1,13,  0,7,1,0,    0
22377,2.12999999999999989e+00, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0
22378,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,1,18,  0,2,1,0,    0,1,18,  0,7,1,0,    0
22379,1.06000000000000005e+00, 2, 0,  0,2, 1,70,  0,2,4, 0,  0,0,3,0,    0,1,70,  0,0,2,0,    0
22380,5.30000000000000027e-01, 1,10,  0,1, 1,10,  0,1,0, 0,  0, ,0,0,    0,1,10,  0,7,1,0,    0
22381,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0
22382,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22383,1.59000000000000008e+00, 4, 0,  0,3, 1,33,  0,1,2, 0,  0,0,2,0,    0,1,33,  0,3,1,0,    0
22384,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,2, 0,  0,5,2,0,    0
22385,1.06000000000000005e+00, 1,60, 81,3, 1,15,  0,1,2, 0,  0,2,2,0,    0,1,15,  0,2,1,0,    0
22386,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22387,1.06000000000000005e+00, 1,33,  0,1, 2, 0,  0,2,2, 0,  0,0,2,0,    0,1,38,  0,7,2,0,    0
22388,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22389,1.59000000000000008e+00, 1,70,  0,2, 1,70,  0,2,1,70,  0,7,2,0,    0,1,70,  0,7,2,0,    0
22390,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,2, 0,  0,7,2,0,    0
22391,2.12999999999999989e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,7,2,0,    0
22392,1.06000000000000005e+00, 4, 0,  0,3, 1,22,  0,3,1,22,  0,4,3,0,    0,1,22,  0,4,3,0,    0
22393,5.30000000000000027e-01, 1,28,  0,3, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0
22394,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,1,14,  0,6,1,0,    0,1,14,  0,7,1,0,    0
22395,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0
22396,5.30000000000000027e-01, 1,70,  0,2, 1,40,  0,2,1,40,  0,7,2,0,    0,1,40,  0,7,2,0,    0
22397,5.30000000000000027e-01, 1,31,  0,2, 1,31,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0
22398,1.06000000000000005e+00, 1,31,  0,2, 1,31,  0,2,1,22,  0,7,3,0,    0,1,31,  0,7,2,0,    0
22399,1.06000000000000005e+00, 1,60, 64,1, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0
22400,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22401,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22402,1.06000000000000005e+00, 1,22,  0,3, 2, 0,  0,2,0, 0,  0, ,0,0,    0,2, 0,  0,3,2,0,    0
22403,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,1,14,  0,3,1,0,    0,1,14,  0,3,1,0,    0
22404,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,1,14,  0,8,1,0,    0,1,14,  0,8,1,0,    0
22405,1.06000000000000005e+00, 1,60, 54,3, 1,60, 70,3,1,60, 70,6,3,0,    0,1,60, 70,6,3,0,    0
22406,1.06000000000000005e+00, 1,60, 35,1, 1,41,  0,3,1,41,  0,7,3,0,    0,1,41,  0,7,3,0,    0
22407,5.30000000000000027e-01, 1,70,  0,2, 1,70,  0,2,4, 0,  0,1,3,0,    0,0, 0,  0, ,0,0,    0
22408,5.30000000000000027e-01, 4, 0,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0
22409,1.06000000000000005e+00, 4, 0,  0,3, 1,60, 68,1,4, 0,  0,0,3,0,    0,2, 0,  0,0,2,0,    0
22410,5.30000000000000027e-01, 4, 0,  0,3, 4, 0,  0,3,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0
22411,5.30000000000000027e-01, 1,14,  0,1, 1,38,  0,2,1,38,  0,0,2,0,    0,1,38,  0,0,2,0,    0
22412,1.06000000000000005e+00, 1,60, 61,1, 1,60, 61,1,1,60, 61,5,1,0,    0,1,70,  0,0,2,0,    0
22413,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,1,14,  0,7,1,0,    0
22414,1.06000000000000005e+00, 1,98,  0,9, 1,18,  0,1,0, 0,  0, ,0,0,    0,1,18,  0,7,1,0,    0
22415,1.59000000000000008e+00, 1,14,  0,1, 1,14,  0,1,1,14,  0,8,1,0,    0,1,14,  0,8,1,0,    0
22416,1.06000000000000005e+00, 2, 0,  0,2, 1,14,  0,1,1,14,  0,8,1,0,    0,1,14,  0,8,1,0,    0
22417,1.06000000000000005e+00, 1,70,  0,2, 1,22,  0,3,0, 0,  0, ,0,0,    0,1,14,  0,2,1,0,    0
22418,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,4,2,0,    0,9,99,999,5,9,0,    0
22419,1.06000000000000005e+00, 1,70,  0,2, 1,23,  0,1,4, 0,  0,0,3,0,    0,1,23,  0,6,1,0,    0
22420,1.06000000000000005e+00, 1,15,  0,1, 1,14,  0,1,1,14,  0,8,1,0,    0,1,28,  0,8,3,0,    0
22421,1.06000000000000005e+00, 1,60, 68,1, 1,14,  0,1,1,14,  0,2,1,0,    0,1,14,  0,7,1,0,    0
22422,5.30000000000000027e-01, 5, 0,  0,9, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0
22423,1.06000000000000005e+00, 1,70,  0,2, 1,28,  0,3,0, 0,  0, ,0,0,    0,1,28,  0,7,3,0,    0
22424,5.30000000000000027e-01, 1,60, 31,2, 1,60, 31,2,1,60, 31,2,2,0,    0,1,60, 31,2,2,0,    0
22425,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,8,2,0,    0
22426,1.06000000000000005e+00, 1,70,  0,2, 1,38,  0,2,1,38,  0,7,2,0,    0,1,38,  0,7,2,0,    0
22427,1.06000000000000005e+00, 1,60, 35,1, 1,60, 35,1,1,18,  0,7,1,0,    0,1,60, 35,7,1,0,    0
22428,1.06000000000000005e+00, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,6,2,0,    0
22429,5.30000000000000027e-01, 1,40,  0,2, 1,40,  0,2,1,40,  0,8,2,0,    0,1,40,  0,5,2,0,    0
22430,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,4, 0,  0,0,3,0,    0,1,18,  0,6,1,0,    0
22431,1.06000000000000005e+00, 5, 0,  0,9, 1,22,  0,3,1,22,  0,6,3,0,    0,1,22,  0,6,3,0,    0
22432,1.06000000000000005e+00, 1,60, 81,3, 1,60, 40,3,1,70,  0,0,2,0,    0,1,60, 40,5,3,0,    0
22433,1.06000000000000005e+00, 1,30,  0,2, 1,30,  0,2,1,28,  0,0,3,0,    0,2, 0,  0,4,2,0,    0
22434,1.06000000000000005e+00, 1,31,  0,2, 1,31,  0,2,1,31,  0,6,2,0,    0,1,31,  0,6,2,0,    0
22435,1.59000000000000008e+00, 1,60, 81,3, 1,60, 81,3,1,60, 81,1,3,0,    0,1,60, 81,6,3,0,    0
22436,1.59000000000000008e+00, 1,38,  0,2, 1,38,  0,2,1,38,  0,3,2,0,    0,1,38,  0,6,2,0,    0
22437,5.30000000000000027e-01, 1,22,  0,3, 1,22,  0,3,1,22,  0,4,3,0,    0,1,22,  0,5,3,0,    0
22438,1.06000000000000005e+00, 1,11,  0,2, 1,28,  0,3,1,48,  0,0,3,0,    0,1,70,  0,5,2,0,    0
22439,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,6,2,0,    0
22440,5.30000000000000027e-01, 1,22,  0,3, 1,22,  0,3,4, 0,  0,0,3,0,    0,1,18,  0,4,1,0,    0
22441,1.06000000000000005e+00, 1,14,  0,1, 1,22,  0,3,1,70,  0,7,2,0,    0,1,14,  0,7,1,0,    0
22442,1.59000000000000008e+00, 1,22,  0,3, 1,70,  0,2,1,70,  0,3,2,0,    0,1,70,  0,3,2,0,    0
22443,2.12999999999999989e+00, 4, 0,  0,3, 1,18,  0,1,4, 0,  0,0,3,0,    0,1,18,  0,7,1,0,    0
22444,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,6,2,0,    0
22445,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22446,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,8,2,0,    0
22447,5.30000000000000027e-01, 1,22,  0,3, 1,22,  0,3,1,22,  0,7,3,0,    0,1,22,  0,7,3,0,    0
22448,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,1,50,  0,2,3,0,    0,2, 0,  0,7,2,0,    0
22449,1.06000000000000005e+00, 4, 0,  0,3, 1,18,  0,1,4, 0,  0,0,3,0,    0,4, 0,  0,2,3,0,    0
22450,1.06000000000000005e+00, 1,70,  0,2, 1,22,  0,3,1,18,  0,7,1,0,    0,1,22,  0,5,3,0,    0
22451,1.59000000000000008e+00, 1,22,  0,3, 1,22,  0,3,1,22,  0,6,3,0,    0,1,22,  0,7,3,0,    0
22452,1.06000000000000005e+00, 1,60, 35,1, 1,60, 35,1,2, 0,  0,3,2,0,    0,1,18,  0,3,1,0,    0
22453,5.30000000000000027e-01, 4, 0,  0,3, 1,20,  0,2,4, 0,  0,0,3,0,    0,1,20,  0,7,2,0,    0
22454,1.06000000000000005e+00, 1,70,  0,2, 1,70,  0,2,1,70,  0,0,2,0,    0,1,70,  0,0,2,0,    0
22455,5.30000000000000027e-01, 4, 0,  0,3, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,3,2,0,    0
22456,5.30000000000000027e-01, 1,14,  0,1, 1,14,  0,1,0, 0,  0, ,0,0,    0,1,14,  0,8,1,0,    0
22457,1.06000000000000005e+00, 1,60, 68,1, 1,60, 68,1,1,60, 68,7,1,0,    0,1,18,  0,5,1,0,    0
22458,5.30000000000000027e-01, 4, 0,  0,3, 1,60, 58,1,1,60, 58,6,1,0,    0,1,60, 58,7,1,0,    0
22459,5.30000000000000027e-01, 1,22,  0,3, 1,22,  0,3,4, 0,  0,2,3,0,    0,1,22,  0,7,3,0,    0
22460,5.30000000000000027e-01, 1,30,  0,2, 1,28,  0,3,1,28,  0,0,3,0,    0,1,28,  0,0,3,0,    0
22461,1.06000000000000005e+00, 1,10,  0,1, 1,40,  0,2,4, 0,  0,2,3,0,    0,1,40,  0,4,2,0,    0
22462,5.30000000000000027e-01, 1,28,  0,3, 1,28,  0,3,1,28,  0,7,3,0,    0,1,28,  0,7,3,0,    0
22463,1.06000000000000005e+00, 1,32,  0,1, 1,14,  0,1,3, 0,  0,0,3,0,    0,1,60, 32,7,1,0,    0
22464,5.30000000000000027e-01, 1,40,  0,2, 1,40,  0,2,1,40,  0,7,2,0,    0,1,40,  0,7,2,0,    0
22465,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,2,2,0,    0,2, 0,  0,7,2,0,    0
22466,1.06000000000000005e+00, 1,70,  0,2, 4, 0,  0,3,0, 0,  0, ,0,0,    0,2, 0,  0,0,2,0,    0
22467,1.06000000000000005e+00, 1,10,  0,1, 1,10,  0,1,4, 0,  0,0,3,0,    0,1,10,  0,2,1,0,    0
22468,1.06000000000000005e+00, 1,60, 71,2, 1,60, 71,2,1,60, 71,8,2,0,    0,1,60, 71,8,2,0,    0
22469,1.06000000000000005e+00, 1,15,  0,1, 1,15,  0,1,0, 0,  0, ,0,0,    0,4, 0,  0,0,3,0,    0
22470,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22471,1.06000000000000005e+00, 1,60, 71,2, 1,60, 71,2,1,60, 71,8,2,0,    0,1,60, 71,8,2,0,    0
22472,1.06000000000000005e+00, 2, 0,  0,2, 1,10,  0,1,1,10,  0,4,1,0,    0,2, 0,  0,7,2,0,    0
22473,5.30000000000000027e-01, 1,60, 71,2, 1,60, 71,2,1,60, 71,7,2,0,    0,1,60, 71,7,2,0,    0
22474,1.06000000000000005e+00, 1,60, 32,1, 1,60, 32,1,1,60, 32,8,1,0,    0,1,60, 32,8,1,0,    0
22475,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22476,1.06000000000000005e+00, 1,38,  0,2, 1,38,  0,2,0, 0,  0, ,0,0,    0,1,38,  0,7,2,0,    0
22477,1.06000000000000005e+00, 1,22,  0,3, 1,60, 44,2,1,60, 44,4,2,0,    0,1,60, 44,4,2,0,    0
22478,1.06000000000000005e+00, 2, 0,  0,2, 1,60, 35,1,1,60, 35,3,1,0,    0,1,60, 35,6,1,0,    0
22479,5.30000000000000027e-01, 1,18,  0,1, 1,18,  0,1,1,18,  0,7,1,0,    0,0, 0,  0, ,0,0,    0
22480,1.06000000000000005e+00, 1,11,  0,2, 1,11,  0,2,0, 0,  0, ,0,0,    0,1,11,  0,7,2,0,    0
22481,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,1,14,  0,6,1,0,    0,1,14,  0,7,1,0,    0
22482,1.06000000000000005e+00, 1,14,  0,1, 1,14,  0,1,1,14,  0,2,1,0,    0,1,14,  0,4,1,0,    0
22483,1.06000000000000005e+00, 1,70,  0,2, 1,48,  0,3,1,48,  0,4,3,0,    0,1,48,  0,7,3,0,    0
22484,5.30000000000000027e-01, 1,60, 36,1, 1,60, 65,1,1,60, 65,2,1,0,    0,1,60, 65,4,1,0,    0
22485,2.12999999999999989e+00, 1,30,  0,2, 1,30,  0,2,1,30,  0,6,2,0,    0,1,30,  0,6,2,0,    0
22486,1.59000000000000008e+00, 1,22,  0,3, 1,22,  0,3,4, 0,  0,1,3,0,    0,1,22,  0,2,3,0,    0
22487,1.06000000000000005e+00, 1,22,  0,3, 1,99,999,9,1,60, 23,6,1,0,    0,1,60, 23,6,1,0,    0
22488,5.30000000000000027e-01, 1,23,  0,1, 1,38,  0,2,1,38,  0,6,2,0,    0,1,38,  0,6,2,0,    0
22489,1.06000000000000005e+00, 1,40,  0,2, 1,40,  0,2,1,60, 70,7,3,0,    0,1,32,  0,7,1,0,    0
22490,5.30000000000000027e-01, 2, 0,  0,2, 1,48,  0,3,1,48,  0,7,3,0,    0,1,48,  0,7,3,0,    0
22491,1.06000000000000005e+00, 1,40,  0,2, 1,40,  0,2,1,40,  0,4,2,0,    0,1,40,  0,7,2,0,    0
22492,1.06000000000000005e+00, 1,41,  0,3, 1,41,  0,3,4, 0,  0,0,3,0,    0,1,41,  0,0,3,0,    0
22493,1.06000000000000005e+00, 1,18,  0,1, 2, 0,  0,2,2, 0,  0,1,2,0,    0,2, 0,  0,6,2,0,    0
22494,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,1,70,  0,0,2,0,    0,2, 0,  0,3,2,0,    0
22495,1.06000000000000005e+00, 1,41,  0,3, 1,41,  0,3,1,41,  0,3,3,0,    0,0, 0,  0, ,0,0,    0
22496,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,8,2,0,    0
22497,1.06000000000000005e+00, 1,60, 35,1, 1,48,  0,3,4, 0,  0,0,3,0,    0,1,48,  0,7,3,0,    0
22498,1.06000000000000005e+00, 1,18,  0,1, 1,18,  0,1,1,18,  0,6,1,0,    0,1,23,  0,7,1,0,    0
22499,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,0,2,0,    0,2, 0,  0,0,2,0,    0
22500,1.06000000000000005e+00, 1,70,  0,2, 1,22,  0,3,1,22,  0,6,3,0,    0,1,22,  0,6,3,0,    0
22501,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22502,1.06000000000000005e+00, 1,60, 52,1, 1,22,  0,3,1,48,  0,8,3,0,    0,2, 0,  0,3,2,0,    0
22503,1.06000000000000005e+00, 1,60, 35,1, 1,23,  0,1,0, 0,  0, ,0,0,    0,1,70,  0,0,2,0,    0
22504,2.12999999999999989e+00, 1,41,  0,3, 1,41,  0,3,1,70,  0,0,2,0,    0,1,41,  0,6,3,0,    0
22505,1.06000000000000005e+00, 1,15,  0,1, 1,15,  0,1,1,15,  0,0,1,0,    0,1,15,  0,3,1,0,    0
22506,1.06000000000000005e+00, 1,10,  0,1, 1,10,  0,1,1,10,  0,2,1,0,    0,1,10,  0,5,1,0,    0
22507,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,5,2,0,    0,2, 0,  0,7,2,0,    0
22508,1.06000000000000005e+00, 1,32,  0,1, 1,48,  0,3,1,38,  0,4,2,0,    0,2, 0,  0,7,2,0,    0
22509,5.30000000000000027e-01, 4, 0,  0,3, 1,48,  0,3,4, 0,  0,0,3,0,    0,1,48,  0,6,3,0,    0
22510,5.30000000000000027e-01, 1,41,  0,3, 2, 0,  0,2,2, 0,  0,6,2,0,    0,2, 0,  0,6,2,0,    0
22511,5.30000000000000027e-01, 1,32,  0,1, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0
22512,1.06000000000000005e+00, 1,22,  0,3, 1,38,  0,2,4, 0,  0,0,3,0,    0,1,38,  0,4,2,0,    0
22513,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22514,1.06000000000000005e+00, 1,60, 36,1, 1,60, 36,1,1,28,  0,1,3,0,    0,1,28,  0,1,3,0,    0
22515,1.06000000000000005e+00, 1,60, 97,1, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22516,1.06000000000000005e+00, 1,18,  0,1, 1,28,  0,3,1,28,  0,2,3,0,    0,1,28,  0,2,3,0,    0
22517,1.59000000000000008e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22518,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,4, 0,  0,0,3,0,    0,2, 0,  0,7,2,0,    0
22519,5.30000000000000027e-01, 1,35,  0,2, 1,60, 81,3,1,60, 46,3,1,0,    0,1,60, 46,7,1,0,    0
22520,5.30000000000000027e-01, 5, 0,  0,9, 5, 0,  0,9,5, 0,  0,2,9,0,    0,5, 0,  0,2,9,0,    0
22521,1.06000000000000005e+00, 1,30,  0,2, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0
22522,1.06000000000000005e+00, 1,38,  0,2, 1,38,  0,2,1,38,  0,5,2,0,    0,1,38,  0,5,2,0,    0
22523,5.30000000000000027e-01, 1,30,  0,2, 1,30,  0,2,1,30,  0,7,2,0,    0,1,30,  0,7,2,0,    0
22524,5.30000000000000027e-01, 1,21,  0,2, 1,22,  0,3,1,38,  0,7,2,0,    0,1,38,  0,7,2,0,    0
22525,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,3,2,0,    0,2, 0,  0,7,2,0,    0
22526,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22527,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22528,5.30000000000000027e-01, 1,38,  0,2, 1,38,  0,2,4, 0,  0,0,3,0,    0,4, 0,  0,0,3,0,    0
22529,1.59000000000000008e+00, 4, 0,  0,3, 1,38,  0,2,2, 0,  0,6,2,0,    0,1,38,  0,3,2,0,    0
22530,5.30000000000000027e-01,99,99,999,9, 1,15,  0,1,1,15,  0,7,1,0,    0,1,15,  0,7,1,0,    0
22531,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22532,5.30000000000000027e-01, 1,32,  0,1, 1,32,  0,1,1,32,  0,7,1,0,    0,1,32,  0,7,1,0,    0
22533,1.06000000000000005e+00, 1,22,  0,3, 1,22,  0,3,1,22,  0,2,3,0,    0,1,22,  0,2,3,0,    0
22534,5.30000000000000027e-01, 1,60, 81,3, 1,32,  0,1,1,15,  0,3,1,0,    0,1,32,  0,3,1,0,    0
22535,1.06000000000000005e+00, 5, 0,  0,9, 1,14,  0,1,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22536,1.06000000000000005e+00, 5, 0,  0,9, 5, 0,  0,9,1,18,  0,1,1,0,    0,5, 0,  0,5,9,0,    0
22537,5.30000000000000027e-01, 4, 0,  0,3, 1,28,  0,3,2, 0,  0,0,2,0,    0,1,28,  0,4,3,0,    0
22538,1.06000000000000005e+00, 4, 0,  0,3, 1,41,  0,3,0, 0,  0, ,0,0,    0,1,41,  0,7,3,0,    0
22539,5.30000000000000027e-01, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,8,2,0,    0,2, 0,  0,7,2,0,    0
22540,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,2, 0,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
22541,1.06000000000000005e+00, 1,30,  0,2, 1,30,  0,2,0, 0,  0, ,0,0,    0,1,30,  0,7,2,0,    0
22542,1.06000000000000005e+00, 4, 0,  0,3, 1,60, 64,1,1,60, 60,8,1,0,    0,1,60, 60,8,1,0,    0
22543,5.30000000000000027e-01, 1,34,  0,2, 1,60,  8,3,1,60,  8,6,3,0,    0,1,60,  8,7,3,0,    0
22544,1.06000000000000005e+00, 2, 0,  0,2, 2, 0,  0,2,1,34,  0,7,2,0,    0,2, 0,  0,7,2,0,    0
